rate,power
99.32,59.6935
98.99,58.0527
99.39,59.8568
98.95,57.9216
97.99,51.3120
99.46,60.1950
99.32,59.6935
99.53,60.5278
98.66,56.3158
98.90,57.7509
98.86,57.4365
98.77,56.9300
98.11,52.6115
