rate,power
92.32,9.7091
98.23,59.2294
98.67,62.3879
96.56,40.4226
96.31,36.8447
97.35,50.6874
94.58,17.0641
95.27,23.2639
94.74,18.2728
97.02,46.6931
96.12,35.1269
97.13,48.0816
98.01,57.3386
95.56,26.6327
99.05,64.6664
95.71,28.5322
98.45,60.9056
98.25,59.3605
95.84,30.2518
97.90,56.0770
97.67,54.0251
96.22,35.5553
93.92,13.3529
98.47,61.0163
