rate,power
99.43,53.6974
99.88,55.3490
98.99,51.8418
99.57,54.1260
99.65,54.4411
98.10,46.9245
99.10,52.4594
99.84,55.2009
97.79,44.4752
99.12,52.5113
97.38,41.1610
98.84,51.2266
96.48,31.6893
