rate,power
99.96,33.3455
99.59,32.5330
99.21,31.7712
99.60,32.6442
99.89,33.2676
99.36,32.0694
99.23,31.7994
99.48,32.3103
90.52,4.3166
99.07,31.3665
99.44,32.2649
99.89,33.2676
99.86,33.2008
99.43,32.2532
91.75,4.4955
93.24,5.4067
93.37,5.5637
93.52,5.7692
93.74,6.1246
90.01,4.2921
94.36,7.5648
95.40,11.9787
95.21,10.9613
96.55,19.5178
95.28,11.3252
96.55,19.5178
95.21,10.9613
97.42,24.9371
